tweet_id,date,text,favorite_count,retweet_count,at_mentions,at_mentions_id,hashtags,user_id,user_name,user_profile,in_reply_to_tweet_id,country,place,lang,coordinates,tidy_text
1240004667448360960,2020-03-17 12:58:45,CNN: Sweeping restrictions take effect in coronavirus response as health officials warn US is at a tipping point.… https://t.co/SG3QJzJAIk,0,0,[],[],[],36692426,US Marijuana Party,Founded 2002,,United States,Kentucky,en,"[-89.57151, 36.497129]",cnn sweeping restrictions take effect in coronavirus response as health officials warn us is at a tipping point
1240004572573204480,2020-03-17 12:58:22,No plans for NYC quarantine. Italy's death toll keeps rising. Price tag for US stimulus now $1tril. Ms are under lo… https://t.co/WNSPNOOCmM,0,0,[],[],[],1027677408,André C. Gauthier,Conseil aff publ Accro/Addict #polqc #polcan USA politics #médias #numérique #cinéma Alum @sciencespo Paris. I tweet in EN/FR.,,Canada,Mont-Royal,en,"[-73.685994, 45.48359]",no plans for nyc quarantine italy s death toll keeps rising price tag for us stimulus now tril ms are under lo
1240004398299795456,2020-03-17 12:57:41,"@sundanz63 @michaeldurkin58 Me either. It might not be in every state though, that WIC symbol. #Coronavirus is teaching us all big lessons.",1,0,"['patrick henry(@🏡)', 'Michael Durkin']","[964960211105656839, 3157871943]",['Coronavirus'],20164802,Karen Strickholm,♥️ Starting to walk again! 👉 Check out my journey... I am on the way! ☺️ ♥️ #DisabilityMatters ♥️,1.2399920455922852e+18,United States,Truth or Consequences,en,"[-107.2945563, 33.113236]",me either it might not be in every state though that wic symbol coronavirus is teaching us all big lessons
1240004359213191178,2020-03-17 12:57:32,New coronavirus can persist in air for hours and on surfaces for days: study | Article [AMP] | Reuters https://t.co/Keuu5WgJHO,0,0,[],[],[],1191751463904653312,Scruff Amanda,Trafford Christian life center,,United Kingdom,Urmston,en,"[-2.4094209, 53.4316145]",new coronavirus can persist in air for hours and on surfaces for days study article amp reuters
1240004213339553793,2020-03-17 12:56:57,If the government allowed us to do crack we would have simply beat the coronavirus by now,1,0,[],[],[],582285894,Libra,From your winter ashes there has sprung a field of flowers,,United States,West Siloam Springs,en,"[-94.628296, 36.161897]",if the government allowed us to do crack we would have simply beat the coronavirus by now
1240003674077827072,2020-03-17 12:54:48,"@charliekirk11 And they’re trying to tell the entire world that the US military release the coronavirus, and we all… https://t.co/1pubquJWvx",1,0,['Charlie Kirk'],[292929271],[],1671148597,Dominick R Stazzone Jr.,"I am now a Republican Voter, I’m addicted to politics, I love giving my layman Opinion on politics. Straight Shooter🇺🇸 Big Trump Supporter!!! #HopeYouFollowMe",1.239995174618411e+18,United States,Sevierville,en,"[-83.619367, 35.822985]",and they re trying to tell the entire world that the us military release the coronavirus and we all
1240003348042076162,2020-03-17 12:53:30,"So US, Spain, Italy etc closed their borders buh allows flight to take off from there and land in Nigeria??? 🤔

Isn… https://t.co/g8axO7XcT3",0,0,[],[],[],49186811,SilentMasta,Pro DJ| Elect/Elect Engr| RCS @enugudisco| ASG @djanenugustate | Leader @wealblingcent| Critical Thinker| IG/SC: @djsailentmasta #SDG Advocate| I read bio...,,Nigeria,Enugu,en,"[7.4542209, 6.377634]",so us spain italy etc closed their borders buh allows flight to take off from there and land in nigeria isn
1240003233709514752,2020-03-17 12:53:03,"@Rosie Rose seriously, you know Trump's whole platform was about border security and decoupling from China, coronav… https://t.co/xq6PpyA8PS",0,0,['ROSIE'],[25203361],[],973280942,Matt Kemp,"We must respect what we do not know, especially what we can not know.",1.239996194350383e+18,United States,Desoto Lakes,en,"[-82.5057498, 27.363262]",rose seriously you know trump s whole platform was about border security and decoupling from china coronav
1240003079891644416,2020-03-17 12:52:27,"Threat of World War 3, Massive wild fires, Deadly #CoronaVirus &amp; now #H5N6.

Well, where can I unsubscribe to 2020?… https://t.co/IMCA7deaXT",0,0,[],[],"['CoronaVirus', 'H5N6']",875771899644715009,Rickey Bordoloi,"Wandering and befuddled. Lost in his maze of a mind. ✨
📍 Student • Author • Storyteller • Blogger •",,India,Assam,en,"[89.699724, 24.132669]",threat of world war massive wild fires deadly coronavirus now h n well where can i unsubscribe to
1240003054356893697,2020-03-17 12:52:20,cancel work cancel holidays but don’t cancel monopoly this is too far coronavirus playing w us now  @McDonaldsUK https://t.co/XYKAlM8yIG,0,0,"[""McDonald's UK""]",[2248573141],[],474317204,j o s h r o b i n s o n,1997 🃏 https://t.co/ZTP2Nr1DSG,,United Kingdom,Milton Keynes,en,"[-0.8604724, 51.973129]",cancel work cancel holidays but don t cancel monopoly this is too far coronavirus playing w us now
1240003027374833669,2020-03-17 12:52:14,"Here's how coronavirus #testing in the US will work, and who's involved

https://t.co/YUHFfTxKv9",0,0,[],[],['testing'],40601473,Gina,"Progressive. Activist. Passionate and Bold. I *heart* PBO. Please follow back! If I don't follow back right away, hang in there! P.S. RWNJs will be blocked.",,United States,Ohio,en,"[-84.8203089, 38.403186]",here s how coronavirus testing in the us will work and who s involved
1240003005203668992,2020-03-17 12:52:09,@JoyAnnReid It's to try distract us from the fact he initially lied &amp; thought the #coronavirus was a hoax. It's an… https://t.co/RVzegWxUON,0,0,['Joy Reid'],[49698134],['coronavirus'],15999611,JetCityMom,"A NW native residing in the bay area. A Catholic, sarcastic, truthful mom with a kind, loyal heart & sense of humor.",1.239953238423675e+18,United States,Vallejo,en,"[-122.293347, 38.060373]",it s to try distract us from the fact he initially lied thought the coronavirus was a hoax it s an
1240002632472842240,2020-03-17 12:50:40,Join us at the #quaranzinefest on April 4 &amp; 5~ as always my shop link is in my bio! Xx #zinesters #coronavirus… https://t.co/A4KgRezWwd,0,0,[],[],"['quaranzinefest', 'zinesters', 'coronavirus']",14487632,Amber Renée | Miseducated,"unconventional mama, artist, designer & blogger • kitsch, kawaii & 1980s aficionado • #xomiseducated",,United States,Indianapolis,en,"[-86.348441, 39.631677]",join us at the quaranzinefest on april as always my shop link is in my bio xx zinesters coronavirus
1240002286954385408,2020-03-17 12:49:17,I am beginning to think the world has gone mad. We must err on the side of caution &amp; look after the vulnerable; how… https://t.co/qibQyOytAw,1,0,[],[],[],441832844,helenfrancesb,Another splash???,,United Kingdom,Highlane,en,"[-1.3885921, 53.331246]",i am beginning to think the world has gone mad we must err on the side of caution look after the vulnerable how
1240002190602797056,2020-03-17 12:48:55,"Coronavirus live updates: New York governor gets personal, preaches kindness in time of 'chaos' - ABC News via @ABC… https://t.co/B4T6woJiPb",0,0,['ABC News'],[28785486],[],1362947096,André 🇬🇹,🗽 // StonyBrookU '21🎒,,United States,Queens,en,"[-73.962582, 40.541722]",coronavirus live updates new york governor gets personal preaches kindness in time of chaos abc news via
1240002102589448192,2020-03-17 12:48:34,"Seriously, fuck the @warriors for charging season ticket holders during this time when they haven’t even given us r… https://t.co/QKaCENW1QE",0,1,['Golden State Warriors'],[26270913],[],120974181,GSWFelipe,,,United States,Hayward,en,"[-122.160814, 37.592632]",seriously fuck the for charging season ticket holders during this time when they haven t even given us r
1240001948989960206,2020-03-17 12:47:57,Seriously money is not enough for the doctors and nurses and #NHS staff keeping our health service going during thi… https://t.co/hbxym4vMDV,0,0,[],[],['NHS'],33935506,Ampy,"""How do you do it?"" said night ""How do you wake and shine?"" ""I keep it simple."" said light ""One day at a time"" Lemn Sissay",,United Kingdom,Leicester,en,"[-1.215135, 52.580667]",seriously money is not enough for the doctors and nurses and nhs staff keeping our health service going during thi
1240001865439379458,2020-03-17 12:47:37,One of our church families watching this past Sunday’s online worship service since we are not able to physically m… https://t.co/PCidNQx03k,1,0,[],[],[],24000329,First UMC Athens,Sunday services at 9 & 10:30 AM,,United States,Athens,en,"[-82.173479, 39.27973]",one of our church families watching this past sunday s online worship service since we are not able to physically m
1240001773928091648,2020-03-17 12:47:15,"$ACHV This could be HUGE. Drug already approved in Europe. US could be next 

@Ultra_Calls @notoriousalerts… https://t.co/tf65nz3guP",2,0,"['The Stock Sniper', 'Mystic Mac 🍀']","[89517375, 147792246]",[],946470689367842816,Hugh_Henne,"love my family, trading and #Eagles. Run 3 trading accounts, longs, small caps and growth.. All tweets are my ideas and opinions not advice.",,United States,New Jersey,en,"[-75.563587, 38.788657]",achv this could be huge drug already approved in europe us could be next calls
1240001748359614466,2020-03-17 12:47:09,@realDonaldTrump Ding ding ding...REMEMBER NOW you lying scum? https://t.co/dsk3lt4d8j,0,0,['Donald J. Trump'],[25073877],[],1301740914,DaniC,🍑🍑Mom. Lover of Justice. Not a fan of the ill informed who choose to remain that way.🍑🍑,,United States,Atlantic Beach,en,"[-81.437009, 30.3239911]",ding ding ding remember now you lying scum
1240001716080295937,2020-03-17 12:47:01,This is a huge issue. Any US money or relief to the cruise industry must require them to fly the US flag so their w… https://t.co/48DYDIxTPr,3,1,[],[],[],274809988,Hassan Zavareei,D.C.-based consumer rights attorney; Trial Lawyer; West Virginian; Duke fan; husband and father of three great young women.,,United States,North Bethesda,en,"[-77.155886, 39.0126343]",this is a huge issue any us money or relief to the cruise industry must require them to fly the us flag so their w
1240001706261450753,2020-03-17 12:46:59,"Unfortunately $1k won't cover most people's rent/mortgage 4 the month,
&amp; what about next month? Month after that?
I… https://t.co/BOem8voAOJ",22,19,[],[],[],4459642286,🌊Sheryl Lynne 🥀 ‏ #ImpeachedForLife,Proud Resister ✊ 🇺🇸MAGAts/trolls/lists/Bots BLOCKED 🚫 RT's NOT endorsements #OneVoice1 #TeamPelosi #TeamBiden #Beagles ROCK 🐶🐾 💕#Z1 #wtp2020,,United States,Florida,en,"[-87.634643, 24.396308]",unfortunately k won t cover most people s rent mortgage the month what about next month month after that i
1240001639077105666,2020-03-17 12:46:43,The CEO of Whole Foods (Jeff Bezos) refuses to offer paid sick leave to employees. Sign this petition for Whole Foo… https://t.co/zSFkOaqaDJ,1,0,[],[],[],1086331964775452672,Grayson Porche,https://t.co/l3C9gN5Ukd,,United States,Aledo,en,"[-97.666435, 32.670028]",the ceo of whole foods jeff bezos refuses to offer paid sick leave to employees sign this petition for whole foo
1240001464862457856,2020-03-17 12:46:01,So here is tRump talking about cutting the pandemic team in 2018. The same team he said he knew nothing about.  Wel… https://t.co/4luwUwWLSO,1,0,[],[],[],1301740914,DaniC,🍑🍑Mom. Lover of Justice. Not a fan of the ill informed who choose to remain that way.🍑🍑,,United States,Atlantic Beach,en,"[-81.437009, 30.3239911]",so here is trump talking about cutting the pandemic team in the same team he said he knew nothing about wel
1240001398835576833,2020-03-17 12:45:46,#coronavirus will get us back to follow our age old remedies &amp; even customs.. They had a scientific reason hence we… https://t.co/NpFiKZi3dl,0,0,[],[],['coronavirus'],762042619,Abhishek Nath,"CII Industrial Innovation Top Award Winner -2019
Awarded 50 most influential under 50, Emerging Business of the year 17 & Cleaning leader of the year 16",,India,Egmore Nungambakkam,en,"[80.1851996, 13.0417174]",coronavirus will get us back to follow our age old remedies even customs they had a scientific reason hence we
1240001327419265026,2020-03-17 12:45:29,"The coronavirus is extremely important, and we’re continuing to dedicate our coverage to it. We’re also taking stoc… https://t.co/YfBXb8tyCw",0,0,[],[],[],14800298,Radio Boston,"The voice of Boston on public radio, brought to you by @tiziana_dearing & a world-class producing staff. Listen on 90.9 FM @WBUR and online at 3 p.m. & 10 p.m.",,United States,Boston,en,"[-71.191421, 42.227797]",the coronavirus is extremely important and we re continuing to dedicate our coverage to it we re also taking stoc
1240001318506442761,2020-03-17 12:45:27,"Dear Vanessa Hudgens, 

Yes, death is inevitable for all of us at some point...but my life plan is to live until at… https://t.co/1tuTcdSTLY",0,0,[],[],[],348151312,Noriko Homma ,"#London girl✌🏼️Dancing through life. A musical fiend, Daydreamer, part time baker, Fundraising, Food and Travel. ♥️🐋. Catch me if you can✈️🌴",,United Kingdom,Ealing,en,"[-0.351597, 51.491866]",dear vanessa hudgens yes death is inevitable for all of us at some point but my life plan is to live until at
1240001308591108097,2020-03-17 12:45:24,"Let’s keep it a buck, this coronavirus shit has been blown way out of proportion. While I understand it impacts the… https://t.co/hsIXjP0X5D",0,0,[],[],[],124589428,Deveric Gallington,Texas Tech Graduate | 29 | Football has taken me places I could have never imagined | The LORD is my strength and my shield | #BlessedUp,,United States,Arlington,en,"[-97.233811, 32.586565]",let s keep it a buck this coronavirus shit has been blown way out of proportion while i understand it impacts the
1240001275279880199,2020-03-17 12:45:16,"Being cautiously optimistic sort of person I believe we will concur this evil menace, #coronavirus it’s a big ask t… https://t.co/mC88p8Z2Bu",95,0,[],[],['coronavirus'],2474570573,sid siddiqui,See me on the Siddiqui sofa on #gogglebox.(I'm the giggly one) Any media enquiries email  Harriet.Manby@studiolambert.com or thesiddiquisgb@gmail.com,,United Kingdom,Derby,en,"[-1.556856, 52.870587]",being cautiously optimistic sort of person i believe we will concur this evil menace coronavirus it s a big ask t
1240000472557199361,2020-03-17 12:42:05,"Although many workers in the industry are NOT covered by the city’s sick leave law, those who are can now use their… https://t.co/gQspwutvaO",0,0,[],[],[],1085580121782865922,SafeRestaurantsPhilly,The Coalition for Restaurant Safety and Health (CRSH) works to prevent sexual harassment in Philadelphia’s restaurant industry.,,United States,Philadelphia,en,"[-75.280284, 39.871811]",although many workers in the industry are not covered by the city s sick leave law those who are can now use their
1240000339086118917,2020-03-17 12:41:33,"We're still listing &amp; showing houses…just differently.

With everything on the news about the Coronavirus, We've ha… https://t.co/Weo0ejDk83",0,0,[],[],[],28723762,We Sell Redlands,Helping buyers & sellers in Redlands and beyond for over 30 years.🌴 Let us help you! 🍊Also check out @WeDoRedlands for all things Redlands & surrounding area.,,United States,Redlands,en,"[-117.2437359, 34.003849]",we re still listing showing houses just differently with everything on the news about the coronavirus we ve ha
1240000250460475392,2020-03-17 12:41:12,musiccares have established COVID-19 relief fund for music professionals who are affected by the #coronavirus. Plea… https://t.co/MZ9byWoTCf,0,0,[],[],['coronavirus'],839544886735036416,👑Shamel Hughes👑,"I'm just an entrepreneur living life in the Recording Arts -
Recording Academy Credits: H.E.R.🏆🏆
Instagram: @shamuzik",,United States,Manhattan,en,"[-74.026675, 40.683935]",musiccares have established covid relief fund for music professionals who are affected by the coronavirus plea
1240000123146395648,2020-03-17 12:40:42,@MVCitySchools - 1st day of home schooling a success! Thanks for the dedication and hard working teams of #teachers… https://t.co/5p7INtZtCX,0,0,['Mount Vernon Schools'],[2148196534],['teachers'],96271114,Richard Thomas,"Fmr. Mayor, City of Mt. Vernon NY | fmr City Councilman | fmr @NewYorkAREA | HuffPo Blogger | #SternEMBA | Think Big. Think Clearly. Think Bigger!",,United States,Mount Vernon,en,"[-73.853645, 40.889695]",st day of home schooling a success thanks for the dedication and hard working teams of teachers
1240019657177944072,2020-03-17 13:58:19,Everyone says #coronavirus is nature tryna to tell us something. HELL NO. The Bushfires was nature trying to tell u… https://t.co/vICN09iygD,0,0,[],[],['coronavirus'],384617870,Raul Kohli,"Comedian, Actor, Writer


Star of Comic Sanskrit, OUT NOW: https://t.co/kMJFtIaaMY…",,United Kingdom,Enfield,en,"[-0.18576, 51.604519]",everyone says coronavirus is nature tryna to tell us something hell no the bushfires was nature trying to tell u
1240019486830403591,2020-03-17 13:57:38,"Over 700,000 people are calling for NHS frontline workers to be prioritised for coronavirus testing. Please help us… https://t.co/cTJg9bkg7O",0,0,[],[],[],2565837503,Denise Douglas,"Palliative Care Support Register Nurse.Daughter, Sister, Aunt, Friend & Scouser!Passionate for excellent end of life care for all people.All my own views.",,United Kingdom,Great Wakering,en,"[0.7491851, 51.545231]",over people are calling for nhs frontline workers to be prioritised for coronavirus testing please help us
1240019279258533888,2020-03-17 13:56:49,By March 29th the US will surpass all countries in Coronavirus cases.  Could be MUCH sooner if we actually get high… https://t.co/GMfRQozDuJ,0,0,[],[],[],946204571113750528,James Paige,"Father, teacher, and just a fish at the poker table.",,United States,Wheaton,en,"[-88.151554, 41.814328]",by march th the us will surpass all countries in coronavirus cases could be much sooner if we actually get high
1240019205136711682,2020-03-17 13:56:31,@Ann40581911 @LeoVaradkar @rtenews @rte @VirginMedia_One Totally agreed with you . Doing us proud #coronavirus @LeoVaradkar,0,0,"['Ann', 'Leo Varadkar', 'RTÉ News', 'RTÉ', 'Virgin Media One', 'Leo Varadkar']","[1235698241045479429, 229466877, 8973062, 1245699895, 22609609, 229466877]",['coronavirus'],971713284,Kathleen Bonner,Married with 3 sons.,1.2400052553179054e+18,Ireland,Donegal,en,"[-8.8049977, 54.4592109]",one totally agreed with you doing us proud coronavirus
1240019166796468224,2020-03-17 13:56:22,"🇺🇸🇺🇸🇺🇸 US margins very low as of Monday night on who has covid-19, and those who have died. 

https://t.co/3lThwf3k1Q",0,0,[],[],[],419794363,J. P. Mackie 77🇺🇸🚔🚨🤠🏛⭐⭐,"🌟⭐⭐Deputy Sheriff 32 yrs.Ret. S/R Captain, stage 4 Cancer Survivor. 🇺🇸🇺🇸HAPPILY MARRIED TO A TERRIFIC MONTANA WOMAN.",,United States,Redding,en,"[-122.452708, 40.456935]",us margins very low as of monday night on who has covid and those who have died
1240019124564013056,2020-03-17 13:56:12,Peak Food &amp; Beverage CEO Kris Oyler shares the changes in operations that went into effect today amid the coronavir… https://t.co/4Ztbj1IFWQ,0,0,[],[],[],37405805,Steamworks Brewing,"We are passionate about great beer, great food and Colorado!",,United States,Durango,en,"[-107.9015995, 37.2339641]",peak food beverage ceo kris oyler shares the changes in operations that went into effect today amid the coronavir
1240019070218575877,2020-03-17 13:55:59,@sulaimanaa @wFalabede @ishakaa @naijama @LSMOH @jidesanwoolu @Chikwe_I @EpiAFRIC @NCDCgov @Oreoluwa_Finnih… https://t.co/HN9ubrBGUr,0,0,"['Akin omo Akin', 'Waheed Alabede', 'Abdul', 'Ayo Obe', 'LSMOH', 'Babajide Sanwo-Olu', 'Chikwe Ihekweazu', 'EpiAFRIC', 'NCDC', 'Oreoluwa']","[89109298, 39244676, 186809279, 132463310, 1183136256, 198084264, 3387606493, 2477135479, 705694814612938752, 1021777041983787010]",[],802529575,Oluwaseunayofunmi,OLONI FELIX AYOOLA,1.2400135566717993e+18,Nigeria,Abeokuta,en,"[3.2713206, 7.0996682]",i finnih
1240018782665560074,2020-03-17 13:54:50,"Out now, my new fan fiction based on spending 12 days in the desert with Jared Leto during the modern-day plague. W… https://t.co/MlmT2DE4K9",0,0,[],[],[],1098342340421476352,DCSuburbLady,In search of the American dream and curating vibes.,,United States,Temple Hills,en,"[-76.973441, 38.802185]",out now my new fan fiction based on spending days in the desert with jared leto during the modern day plague w
